,ISBN,bookAuthor,author_gender,birthplace
108160,8472236099,Woody Allen,male, United States    
108161,8472235939,Woody Allen,male, United States    
108162,3257208227,Woody Allen,male, United States    
108163,330491989,Woody Allen,male, United States    
108164,8472232832,Woody Allen,male, United States    
108165,394712293,Woody Allen,male, United States    
108166,688156819,Tim Burton,male, United States    
108167,2264027681,Tim Burton,male, United States    
108168,1562824112,Tim Burton,male, United States    
108169,1562827758,Tim Burton,male, United States    
108170,2264028149,Tim Burton,male, United States    
108171,453031323,Tim Burton,male, United States    
108172,679723226,James M. Cain,male, United States    
108175,679723250,James M. Cain,male, United States    
108178,877956510,James M. Cain,male, United States    
108181,330291130,James M. Cain,male, United States    
108184,3442058597,James M. Cain,male, United States    
108187,394750527,James M. Cain,male, United States    
108190,394725859,James M. Cain,male, United States    
108193,2070426726,James M. Cain,male, United States    
108196,2070414175,James M. Cain,male, United States    
108199,679723218,James M. Cain,male, United States    
108202,671027638,Arthur Nersesian,male,  
108203,60548827,Arthur Nersesian,male,  
108204,3802528212,Arthur Nersesian,male,  
108205,671775421,Arthur Nersesian,male,  
108206,1888451033,Arthur Nersesian,male,  
108207,3453210891,Arthur Nersesian,male,  
108208,3203805170,Arthur Nersesian,male,  
108209,385497091,Walter Kirn,male, United States    
108210,385722370,Walter Kirn,male, United States    
108211,067178093X,Walter Kirn,male, United States    
108212,671798553,Harold Schechter,male,   United States    
108213,743483359,Harold Schechter,male,   United States    
108214,671690302,Harold Schechter,male,   United States    
108215,671020749,Harold Schechter,male,   United States    
108216,671732196,Harold Schechter,male,   United States    
108217,671537911,Harold Schechter,male,   United States    
108218,671014501,Harold Schechter,male,   United States    
108219,671678752,Harold Schechter,male,   United States    
108220,671041150,Harold Schechter,male,   United States    
108221,671798561,Harold Schechter,male,   United States    
108222,671739158,Harold Schechter,male,   United States    
108223,067101448X,Harold Schechter,male,   United States    
108224,515134449,Laurell K. Hamilton,female, United States    
108229,441304834,Laurell K. Hamilton,female, United States    
108234,425181685,Laurell K. Hamilton,female, United States    
108239,441001971,Laurell K. Hamilton,female, United States    
108244,515134511,Laurell K. Hamilton,female, United States    
108249,515133876,Laurell K. Hamilton,female, United States    
108254,515134503,Laurell K. Hamilton,female, United States    
108259,515134457,Laurell K. Hamilton,female, United States    
108264,515134473,Laurell K. Hamilton,female, United States    
108269,515134465,Laurell K. Hamilton,female, United States    
108274,051513452X,Laurell K. Hamilton,female, United States    
108279,515134481,Laurell K. Hamilton,female, United States    
108284,051513449X,Laurell K. Hamilton,female, United States    
108289,451451430,Laurell K. Hamilton,female, United States    
108294,441002935,Laurell K. Hamilton,female, United States    
108299,441000916,Laurell K. Hamilton,female, United States    
108304,441007813,Laurell K. Hamilton,female, United States    
108309,441005748,Laurell K. Hamilton,female, United States    
108314,441004520,Laurell K. Hamilton,female, United States    
108319,441003745,Laurell K. Hamilton,female, United States    
108324,051513449x,Laurell K. Hamilton,female, United States    
108329,441006841,Laurell K. Hamilton,female, United States    
108334,515138150,Laurell K. Hamilton,female, United States    
108339,515136816,Laurell K. Hamilton,female, United States    
108344,2266121758,Laurell K. Hamilton,female, United States    
108349,1568655290,Laurell K. Hamilton,female, United States    
108354,042518756X,Laurell K. Hamilton,female, United States    
108359,3442356911,Laurell K. Hamilton,female, United States    
108364,1590862082,Laurell K. Hamilton,female, United States    
108369,425198243,Laurell K. Hamilton,female, United States    
108374,618134786,Natalie Angier,male, United States    
108375,385498411,Natalie Angier,male, United States    
108376,2266108751,Natalie Angier,male, United States    
108377,395691303,Natalie Angier,male, United States    
108378,395718163,Natalie Angier,male, United States    
108379,312135653,Laurie R. King,female, United States  
108385,553574582,Laurie R. King,female, United States  
108391,312169345,Laurie R. King,female, United States  
108397,553581112,Laurie R. King,female, United States  
108403,553578243,Laurie R. King,female, United States  
108409,312119070,Laurie R. King,female, United States  
108415,553578251,Laurie R. King,female, United States  
108421,553574558,Laurie R. King,female, United States  
108427,553111035,Laurie R. King,female, United States  
108433,3499234785,Laurie R. King,female, United States  
108439,553573993,Laurie R. King,female, United States  
108445,B00008R0WT,Laurie R. King,female, United States  
108451,3499229226,Laurie R. King,female, United States  
108457,312104235,Laurie R. King,female, United States  
108463,312146701,Laurie R. King,female, United States  
108469,349922206X,Laurie R. King,female, United States  
108475,553107119,Laurie R. King,female, United States  
108481,037575895X,Anthony Everitt,male,   United Kingdom    
108483,375507469,Anthony Everitt,male,   United Kingdom    
108485,014011906X,Anita Desai,male,India    
108486,2070424324,Anita Desai,male,India    
108487,140238131,Anita Desai,male,India    
108488,140108599,Anita Desai,male,India    
108489,140053476,Anita Desai,male,India    
108490,434934364,Anita Desai,male,India    
108491,061804213X,Anita Desai,male,India    
108492,140118861,Anita Desai,male,India    
108493,140258183,Anita Desai,male,India    
108494,140058605,Anita Desai,male,India    
108495,1566199697,Franz Kafka,male,Austria-Hungary    
108500,805210555,Franz Kafka,male,Austria-Hungary    
108505,99428644,Franz Kafka,male,Austria-Hungary    
108510,3596258758,Franz Kafka,male,Austria-Hungary    
108515,3423026294,Franz Kafka,male,Austria-Hungary    
108520,8426411142,Franz Kafka,male,Austria-Hungary    
108525,2290314110,Franz Kafka,male,Austria-Hungary    
108530,553210424,Franz Kafka,male,Austria-Hungary    
108535,805208488,Franz Kafka,male,Austria-Hungary    
108540,2070362841,Franz Kafka,male,Austria-Hungary    
108550,3257700474,Franz Kafka,male,Austria-Hungary    
108555,749399554,Franz Kafka,male,Austria-Hungary    
108565,140184767,Franz Kafka,male,Austria-Hungary    
108570,141182520,Franz Kafka,male,Austria-Hungary    
108575,3596209005,Franz Kafka,male,Austria-Hungary    
108580,2253049808,Franz Kafka,male,Austria-Hungary    
108585,394704843,Franz Kafka,male,Austria-Hungary    
108590,2070378403,Franz Kafka,male,Austria-Hungary    
108595,1593080298,Franz Kafka,male,Austria-Hungary    
108600,805210644,Franz Kafka,male,Austria-Hungary    
108605,8420633518,Franz Kafka,male,Austria-Hungary    
108610,140185046,Franz Kafka,male,Austria-Hungary    
108615,486290301,Franz Kafka,male,Austria-Hungary    
108620,1566199700,Franz Kafka,male,Austria-Hungary    
108625,067153145X,Franz Kafka,male,Austria-Hungary    
108630,2253150150,Franz Kafka,male,Austria-Hungary    
108635,805210407,Franz Kafka,male,Austria-Hungary    
108640,847600060X,Franz Kafka,male,Austria-Hungary    
108645,3803120012,Franz Kafka,male,Austria-Hungary    
108650,8470308645,Franz Kafka,male,Austria-Hungary    
108655,8420646679,Franz Kafka,male,Austria-Hungary    
108660,067153145x,Franz Kafka,male,Austria-Hungary    
108665,140283366,Franz Kafka,male,Austria-Hungary    
108670,1843910144,Franz Kafka,male,Austria-Hungary    
108675,140012354,Franz Kafka,male,Austria-Hungary    
108680,3596200199,Franz Kafka,male,Austria-Hungary    
108685,9505811322,Franz Kafka,male,Austria-Hungary    
108690,3123520803,Franz Kafka,male,Austria-Hungary    
108695,805204237,Franz Kafka,male,Austria-Hungary    
108700,359621078X,Franz Kafka,male,Austria-Hungary    
108705,9879423356,Franz Kafka,male,Austria-Hungary    
108710,8471665565,Franz Kafka,male,Austria-Hungary    
108715,2080705105,Franz Kafka,male,Austria-Hungary    
108720,140184783,Franz Kafka,male,Austria-Hungary    
108725,486295613,Franz Kafka,male,Austria-Hungary    
108730,679417354,Franz Kafka,male,Austria-Hungary    
108735,140389059,Franz Kafka,male,Austria-Hungary    
108740,8420638404,Franz Kafka,male,Austria-Hungary    
108745,2080704001,Franz Kafka,male,Austria-Hungary    
108750,805204180,Franz Kafka,male,Austria-Hungary    
108755,9500362406,Franz Kafka,male,Austria-Hungary    
108760,3596124441,Franz Kafka,male,Austria-Hungary    
108765,9501116190,Franz Kafka,male,Austria-Hungary    
108770,8484034259,Franz Kafka,male,Austria-Hungary    
108775,8476003153,Franz Kafka,male,Austria-Hungary    
108780,8476003161,Franz Kafka,male,Austria-Hungary    
108785,055321196X,Franz Kafka,male,Austria-Hungary    
108795,1561631256,Franz Kafka,male,Austria-Hungary    
108800,394719913,Franz Kafka,male,Austria-Hungary    
108805,805209999,Franz Kafka,male,Austria-Hungary    
108810,553211838,Franz Kafka,male,Austria-Hungary    
108815,2070422062,Franz Kafka,male,Austria-Hungary    
108820,3895080810,Franz Kafka,male,Austria-Hungary    
108825,393967972,Franz Kafka,male,Austria-Hungary    
108830,208072083X,Franz Kafka,male,Austria-Hungary    
108840,805208720,Franz Kafka,male,Austria-Hungary    
108850,8420633925,Franz Kafka,male,Austria-Hungary    
108855,1583487921,Franz Kafka,male,Austria-Hungary    
108860,033024468X,Franz Kafka,male,Austria-Hungary    
108865,393095339,Franz Kafka,male,Austria-Hungary    
108870,805204229,Franz Kafka,male,Austria-Hungary    
108875,679409947,Franz Kafka,male,Austria-Hungary    
108880,842642306X,Franz Kafka,male,Austria-Hungary    
108885,359621629X,Franz Kafka,male,Austria-Hungary    
108890,805208739,Franz Kafka,male,Austria-Hungary    
108895,207041437X,Franz Kafka,male,Austria-Hungary    
108900,805210393,Franz Kafka,male,Austria-Hungary    
108910,2070381056,Franz Kafka,male,Austria-Hungary    
108915,440211158,Kathe Koja,female, United States  
108916,044021498X,Kathe Koja,female, United States  
108917,1568581505,Kathe Koja,female, United States  
108918,044021114X,Kathe Koja,female, United States  
108919,374372780,Kathe Koja,female, United States  
108920,805043918,Kathe Koja,female, United States  
108921,385308922,Kathe Koja,female, United States  
108922,375760911,Laurie Notaro,male, United States  
108925,595159540,Laurie Notaro,male, United States  
108928,449244679,Taylor Caldwell,female, United Kingdom    
108929,884111431,Taylor Caldwell,female, United Kingdom    
108930,553249169,Taylor Caldwell,female, United Kingdom    
108931,449241491,Taylor Caldwell,female, United Kingdom    
108932,449240967,Taylor Caldwell,female, United Kingdom    
108933,449230694,Taylor Caldwell,female, United Kingdom    
108934,449205622,Taylor Caldwell,female, United Kingdom    
108935,688003346,Taylor Caldwell,female, United Kingdom    
108936,553142461,Taylor Caldwell,female, United Kingdom    
108937,385000421,Taylor Caldwell,female, United Kingdom    
108938,385141718,Taylor Caldwell,female, United Kingdom    
108939,449231577,Taylor Caldwell,female, United Kingdom    
108940,553227882,Taylor Caldwell,female, United Kingdom    
108941,553244833,Taylor Caldwell,female, United Kingdom    
108942,449232123,Taylor Caldwell,female, United Kingdom    
108943,449233383,Taylor Caldwell,female, United Kingdom    
108944,449200507,Taylor Caldwell,female, United Kingdom    
108945,449206262,Taylor Caldwell,female, United Kingdom    
108946,884111717,Taylor Caldwell,female, United Kingdom    
108947,446310824,Taylor Caldwell,female, United Kingdom    
108948,449236161,Taylor Caldwell,female, United Kingdom    
108949,038507042X,Taylor Caldwell,female, United Kingdom    
108950,449215733,Taylor Caldwell,female, United Kingdom    
108951,399125663,Taylor Caldwell,female, United Kingdom    
108952,451120388,Taylor Caldwell,female, United Kingdom    
108953,64403645,Paul Fleischman,male,   United States  
108955,440228352,Paul Fleischman,male,   United States  
108957,64460932,Paul Fleischman,male,   United States  
108959,64401863,Paul Fleischman,male,   United States  
108961,60237627,Paul Fleischman,male,   United States  
108963,60219076,Paul Fleischman,male,   United States  
108965,60274719,Paul Fleischman,male,   United States  
108967,006021905X,Paul Fleischman,male,   United States  
108969,590474081,Paul Fleischman,male,   United States  
108971,805055827,Paul Fleischman,male,   United States  
108973,64404420,Paul Fleischman,male,   United States  
108975,64470997,Paul Fleischman,male,   United States  
108977,60218665,Paul Fleischman,male,   United States  
108979,763621897,Paul Fleischman,male,   United States  
108981,874778603,Paul Fleischman,male,   United States  
108983,812649001,Paul Fleischman,male,   United States  
108985,64405885,Paul Fleischman,male,   United States  
108987,64472078,Paul Fleischman,male,   United States  
108989,440229014,Paul Fleischman,male,   United States  
108991,60218533,Paul Fleischman,male,   United States  
108993,440840783,Paul Fleischman,male,   United States  
108995,743243315,Monica Ali,female,Bangladesh    
108997,743243307,Monica Ali,female,Bangladesh    
108999,452283280,Karen Joy Fowler,male, United States    
109003,399151613,Karen Joy Fowler,male, United States    
109007,805047379,Karen Joy Fowler,male, United States    
109011,821740881,Karen Joy Fowler,male, United States    
109015,399147500,Karen Joy Fowler,male, United States    
109019,805017534,Karen Joy Fowler,male, United States    
109023,312093004,Janice Law,female,   United States  
109024,373262019,Janice Law,female,   United States  
109025,373261799,Janice Law,female,   United States  
109026,765302756,Janice Law,female,   United States  
109027,373262914,Janice Law,female,   United States  
109028,031284882X,Janice Law,female,   United States  
109029,802757995,Janice Law,female,   United States  
109030,231121008,Jean Baudrillard,male,France    
109031,2070323498,Jean Baudrillard,male,France    
109032,804725012,Jean Baudrillard,male,France    
109033,1859844111,Jean Baudrillard,male,France    
109034,086091500X,Jean Baudrillard,male,France    
109035,2246286018,Jean Baudrillard,male,France    
109036,64401774,Alvin Schwartz,male, United States    
109038,590431978,Alvin Schwartz,male, United States    
109040,397319266,Alvin Schwartz,male, United States    
109042,60217979,Alvin Schwartz,male, United States    
109044,553150170,Alvin Schwartz,male, United States    
109046,64401707,Alvin Schwartz,male, United States    
109048,397319274,Alvin Schwartz,male, United States    
109050,64441032,Alvin Schwartz,male, United States    
109052,64404188,Alvin Schwartz,male, United States    
109054,60263415,Alvin Schwartz,male, United States    
109056,60217952,Alvin Schwartz,male, United States    
109058,397315759,Alvin Schwartz,male, United States    
109060,60227575,Alvin Schwartz,male, United States    
109062,374422737,Alvin Schwartz,male, United States    
109066,380732238,Melvin Burgess,male, United Kingdom    
109068,439312280,Melvin Burgess,male, United Kingdom    
109070,765340143,Melvin Burgess,male, United Kingdom    
109072,698117654,Melvin Burgess,male, United Kingdom    
109074,080505801X,Melvin Burgess,male, United Kingdom    
109076,765300486,Melvin Burgess,male, United Kingdom    
109080,2070548171,Melvin Burgess,male, United Kingdom    
109082,60521872,Melvin Burgess,male, United Kingdom    
109084,60540338,Melvin Burgess,male, United Kingdom    
109086,688117449,Melvin Burgess,male, United Kingdom    
109088,805075658,Melvin Burgess,male, United Kingdom    
109090,805071482,Melvin Burgess,male, United Kingdom    
109092,1903434335,Melvin Burgess,male, United Kingdom    
109094,2070542777,Melvin Burgess,male, United Kingdom    
109096,1571740562,Neale Donald Walsch,male, United States    
109097,399142789,Neale Donald Walsch,male, United States    
109098,439313899,Neale Donald Walsch,male, United States    
109099,743456947,Neale Donald Walsch,male, United States    
109100,399145419,Neale Donald Walsch,male, United States    
109101,375410414,Neale Donald Walsch,male, United States    
109102,1571740252,Neale Donald Walsch,male, United States    
109103,399146709,Neale Donald Walsch,male, United States    
109104,096787551X,Neale Donald Walsch,male, United States    
109105,3442336317,Neale Donald Walsch,male, United States    
109106,8439704879,Neale Donald Walsch,male, United States    
109107,1571741038,Neale Donald Walsch,male, United States    
109108,425189856,Neale Donald Walsch,male, United States    
109109,1571741402,Neale Donald Walsch,male, United States    
109110,2290302708,Neale Donald Walsch,male, United States    
109111,425161692,Neale Donald Walsch,male, United States    
109112,9700513874,Neale Donald Walsch,male, United States    
109113,074346303X,Neale Donald Walsch,male, United States    
109114,1571740481,Neale Donald Walsch,male, United States    
109115,425189848,Neale Donald Walsch,male, United States    
109116,743456955,Neale Donald Walsch,male, United States    
109117,1571742638,Neale Donald Walsch,male, United States    
109118,1571741631,Neale Donald Walsch,male, United States    
109119,1571741658,Neale Donald Walsch,male, United States    
109120,3442164435,Neale Donald Walsch,male, United States    
109121,3442164516,Neale Donald Walsch,male, United States    
109122,067003178X,Robert Alexander,male, United States  
109123,142003816,Robert Alexander,male, United States  
109124,312032978,Fred Chappell,male, United States    
109125,312906765,Fred Chappell,male, United States    
109126,807114103,Fred Chappell,male, United States    
109127,312050577,Fred Chappell,male, United States    
109128,807127914,Fred Chappell,male, United States    
109129,312050925,Fred Chappell,male, United States    
109130,312082657,Fred Chappell,male, United States    
109131,312243103,Fred Chappell,male, United States    
109132,140350748,Rudyard Kipling,male,India    
109136,140183515,Rudyard Kipling,male,India    
109140,451523407,Rudyard Kipling,male,India    
109144,742628191,Rudyard Kipling,male,India    
109148,185326119X,Rudyard Kipling,male,India    
109152,883632012,Rudyard Kipling,male,India    
109156,812504380,Rudyard Kipling,male,India    
109160,812504690,Rudyard Kipling,male,India    
109164,140183523,Rudyard Kipling,male,India    
109168,1853260991,Rudyard Kipling,male,India    
109172,486264718,Rudyard Kipling,male,India    
109176,152004564,Rudyard Kipling,male,India    
109180,486280306,Rudyard Kipling,male,India    
109184,679435921,Rudyard Kipling,male,India    
109188,1577658124,Rudyard Kipling,male,India    
109192,140620494,Rudyard Kipling,male,India    
109196,141183624,Rudyard Kipling,male,India    
109200,140865543,Rudyard Kipling,male,India    
109204,192835130,Rudyard Kipling,male,India    
109208,192816519,Rudyard Kipling,male,India    
109212,140350772,Rudyard Kipling,male,India    
109216,2070513920,Rudyard Kipling,male,India    
109220,3791535013,Rudyard Kipling,male,India    
109224,8423324125,Rudyard Kipling,male,India    
109228,8425202396,Rudyard Kipling,male,India    
109232,451524330,Rudyard Kipling,male,India    
109236,2732034215,Rudyard Kipling,male,India    
109240,140366865,Rudyard Kipling,male,India    
109244,140367020,Rudyard Kipling,male,India    
109248,1853261025,Rudyard Kipling,male,India    
109252,1853262099,Rudyard Kipling,male,India    
109256,590503235,Rudyard Kipling,male,India    
109260,61062863,Rudyard Kipling,male,India    
109264,895310708,Rudyard Kipling,male,India    
109268,140183167,Rudyard Kipling,male,India    
109272,553211900,Rudyard Kipling,male,India    
109276,816725535,Rudyard Kipling,male,India    
109280,893753998,Rudyard Kipling,male,India    
109284,192826565,Rudyard Kipling,male,India    
109288,140150978,Rudyard Kipling,male,India    
109292,2253044652,Rudyard Kipling,male,India    
109296,192816551,Rudyard Kipling,male,India    
109300,1568521375,Rudyard Kipling,male,India    
109304,140367446,Rudyard Kipling,male,India    
109308,1404311033,Rudyard Kipling,male,India    
109312,451523814,Rudyard Kipling,male,India    
109316,2080707477,Rudyard Kipling,male,India    
109320,333361458,Rudyard Kipling,male,India    
109324,140621474,Rudyard Kipling,male,India    
109328,3423126027,Rudyard Kipling,male,India    
109332,140350764,Rudyard Kipling,male,India    
109336,486280519,Rudyard Kipling,male,India    
109340,185326119x,Rudyard Kipling,male,India    
109344,3791535145,Rudyard Kipling,male,India    
109352,763601357,Rudyard Kipling,male,India    
109356,486278212,Rudyard Kipling,male,India    
109364,460874098,Rudyard Kipling,male,India    
109368,448343061,Rudyard Kipling,male,India    
109372,140621040,Rudyard Kipling,male,India    
109376,816728917,Rudyard Kipling,male,India    
109380,1853261793,Rudyard Kipling,male,India    
109384,1559701277,Rudyard Kipling,male,India    
109388,140433023,Rudyard Kipling,male,India    
109392,140282645,Rudyard Kipling,male,India    
109396,152063811,Rudyard Kipling,male,India    
109400,887082548,Rudyard Kipling,male,India    
109404,451518616,Rudyard Kipling,male,India    
109408,553213326,Rudyard Kipling,male,India    
109412,192822764,Rudyard Kipling,male,India    
109416,1857932471,Rudyard Kipling,male,India    
109420,486272974,Rudyard Kipling,male,India    
109424,893756075,Rudyard Kipling,male,India    
109428,812966023,Rudyard Kipling,male,India    
109432,155858482X,Rudyard Kipling,male,India    
109436,812565754,Rudyard Kipling,male,India    
109440,1592243134,Rudyard Kipling,male,India    
109444,831752963,Rudyard Kipling,male,India    
109448,451525493,Rudyard Kipling,male,India    
109452,8425203074,Rudyard Kipling,male,India    
109456,088184277X,Rudyard Kipling,male,India    
109460,140620923,Rudyard Kipling,male,India    
109464,140183132,Rudyard Kipling,male,India    
109468,1853260541,Rudyard Kipling,male,India    
109472,806515082,Rudyard Kipling,male,India    
109476,8420457663,Rudyard Kipling,male,India    
109480,039396650X,Rudyard Kipling,male,India    
109484,866119884,Rudyard Kipling,male,India    
109488,688139574,Rudyard Kipling,male,India    
109492,866119809,Rudyard Kipling,male,India    
109496,451529499,Rudyard Kipling,male,India    
109500,1589630645,Rudyard Kipling,male,India    
109504,804900752,Rudyard Kipling,male,India    
109508,721416551,Rudyard Kipling,male,India    
109512,1853261599,Rudyard Kipling,male,India    
109516,192838598,Rudyard Kipling,male,India    
109520,140350799,Rudyard Kipling,male,India    
109524,486410242,Rudyard Kipling,male,India    
109528,B0001I1JII,Rudyard Kipling,male,India    
109532,9500285630,Rudyard Kipling,male,India    
109536,307003264,Rudyard Kipling,male,India    
109540,8420601985,Rudyard Kipling,male,India    
109544,486407861,Rudyard Kipling,male,India    
109548,2070367835,Rudyard Kipling,male,India    
109552,385021291,Rudyard Kipling,male,India    
109556,785788859,Rudyard Kipling,male,India    
109560,893754072,Rudyard Kipling,male,India    
109564,1853264059,Rudyard Kipling,male,India    
109568,2070425525,Rudyard Kipling,male,India    
109572,140032827,Rudyard Kipling,male,India    
109576,192825755,Rudyard Kipling,male,India    
109580,808520660,Rudyard Kipling,male,India    
109584,679436375,Rudyard Kipling,male,India    
109588,140432825,Rudyard Kipling,male,India    
109592,192837400,Rudyard Kipling,male,India    
109596,802116175,Will Self,male, United Kingdom    
109597,2020352257,Will Self,male, United Kingdom    
109598,080211671X,Will Self,male, United Kingdom    
109599,871135310,Will Self,male, United Kingdom    
109600,140173048,Will Self,male, United Kingdom    
109601,802135765,Will Self,male, United Kingdom    
109602,871136732,Will Self,male, United Kingdom    
109603,802138489,Will Self,male, United Kingdom    
109604,862418003,Will Self,male, United Kingdom    
109605,140234012,Will Self,male, United Kingdom    
109606,080211671x,Will Self,male, United Kingdom    
109607,871136201,Will Self,male, United Kingdom    
109608,747531544,Will Self,male, United Kingdom    
109609,747528977,Will Self,male, United Kingdom    
109610,747531110,Will Self,male, United Kingdom    
109611,679750924,Will Self,male, United Kingdom    
109612,802117295,Will Self,male, United Kingdom    
109613,747529876,Will Self,male, United Kingdom    
109614,8433969021,Will Self,male, United Kingdom    
109615,679750940,Will Self,male, United Kingdom    
109616,871135655,Will Self,male, United Kingdom    
109617,802140475,Will Self,male, United Kingdom    
109618,3499224143,Will Self,male, United Kingdom    
109619,087113585X,Will Self,male, United Kingdom    
109620,140298363,John Lanchester,male,Germany    
109621,312420366,John Lanchester,male,Germany    
109622,805043888,John Lanchester,male,Germany    
109623,805051309,John Lanchester,male,Germany    
109624,399148663,John Lanchester,male,Germany    
109625,399146040,John Lanchester,male,Germany    
109626,142003379,John Lanchester,male,Germany    
109627,571197272,Lorrie Moore,female, United States    
109629,679445978,Lorrie Moore,female, United States    
109631,312241224,Lorrie Moore,female, United States    
109633,452258219,Lorrie Moore,female, United States    
109635,679434828,Lorrie Moore,female, United States    
109637,446671916,Lorrie Moore,female, United States    
109639,394581016,Lorrie Moore,female, United States    
109641,452266378,Lorrie Moore,female, United States    
109643,571129455,Lorrie Moore,female, United States    
109645,394552946,Lorrie Moore,female, United States    
109647,446672726,Lorrie Moore,female, United States    
109649,375719164,Lorrie Moore,female, United States    
109651,399151435,Daniel Silva,male,  Michigan  
109654,399148515,Daniel Silva,male,  Michigan  
109657,449225313,Daniel Silva,male,  Michigan  
109660,044900211X,Daniel Silva,male,  Michigan  
109663,451211480,Daniel Silva,male,  Michigan  
109666,451208188,Daniel Silva,male,  Michigan  
109669,3492230849,Daniel Silva,male,  Michigan  
109672,449002640,Daniel Silva,male,  Michigan  
109675,375500901,Daniel Silva,male,  Michigan  
109678,679455620,Daniel Silva,male,  Michigan  
109681,449002128,Daniel Silva,male,  Michigan  
109684,553526006,Daniel Silva,male,  Michigan  
109687,679455639,Daniel Silva,male,  Michigan  
109690,3492038891,Daniel Silva,male,  Michigan  
109693,375500898,Daniel Silva,male,  Michigan  
109696,451209311,Daniel Silva,male,  Michigan  
109699,451209303,Daniel Silva,male,  Michigan  
109702,399149724,Daniel Silva,male,  Michigan  
109705,045120932X,Daniel Silva,male,  Michigan  
109708,2266092081,Daniel Silva,male,  Michigan  
109711,553479377,Daniel Silva,male,  Michigan  
109714,349222816X,Daniel Silva,male,  Michigan  
109717,345405625,Harry Turtledove,male, United States    
109721,345406141,Harry Turtledove,male, United States    
109725,345384687,Harry Turtledove,male, United States    
109729,345343387,Harry Turtledove,male, United States    
109733,345405668,Harry Turtledove,male, United States    
109737,345405641,Harry Turtledove,male, United States    
109741,345405633,Harry Turtledove,male, United States    
109745,312862024,Harry Turtledove,male, United States    
109749,671877615,Harry Turtledove,male, United States    
109753,812545206,Harry Turtledove,male, United States    
109757,671318462,Harry Turtledove,male, United States    
109761,671721968,Harry Turtledove,male, United States    
109765,671878867,Harry Turtledove,male, United States    
109769,671578383,Harry Turtledove,male, United States    
109773,451459156,Harry Turtledove,male, United States    
109777,345330676,Harry Turtledove,male, United States    
109781,345376757,Harry Turtledove,male, United States    
109785,451207173,Harry Turtledove,male, United States    
109789,345405617,Harry Turtledove,male, United States    
109793,340712716,Harry Turtledove,male, United States    
109797,345330706,Harry Turtledove,male, United States    
109801,345330684,Harry Turtledove,male, United States    
109805,345372395,Harry Turtledove,male, United States    
109809,671876066,Harry Turtledove,male, United States    
109813,345364775,Harry Turtledove,male, United States    
109817,345380118,Harry Turtledove,male, United States    
109821,671877151,Harry Turtledove,male, United States    
109825,373303092,Harry Turtledove,male, United States    
109829,451529022,Harry Turtledove,male, United States    
109833,451458869,Harry Turtledove,male, United States    
109837,345439902,Harry Turtledove,male, United States    
109841,034540565X,Harry Turtledove,male, United States    
109845,034540615X,Harry Turtledove,male, United States    
109849,671876228,Harry Turtledove,male, United States    
109853,345361180,Harry Turtledove,male, United States    
109857,345430247,Harry Turtledove,male, United States    
109861,067157874X,Harry Turtledove,male, United States    
109865,345416619,Harry Turtledove,male, United States    
109869,743436091,Harry Turtledove,male, United States    
109873,345444221,Harry Turtledove,male, United States    
109877,671875930,Harry Turtledove,male, United States    
109881,671878581,Harry Turtledove,male, United States    
109885,865531838,Harry Turtledove,male, United States    
109889,345353749,Nevil Shute,male, United Kingdom    
109894,330020706,Nevil Shute,male, United Kingdom    
109899,1842322699,Nevil Shute,male, United Kingdom    
109904,892440848,Nevil Shute,male, United Kingdom    
109909,1842323008,Nevil Shute,male, United Kingdom    
109914,1842322834,Nevil Shute,male, United Kingdom    
109919,3190002398,Nevil Shute,male, United Kingdom    
109924,330020722,Nevil Shute,male, United Kingdom    
109929,1842322753,Nevil Shute,male, United Kingdom    
109934,1842322915,Nevil Shute,male, United Kingdom    
109939,582537754,Nevil Shute,male, United Kingdom    
109944,1842322788,Nevil Shute,male, United Kingdom    
109949,1842322893,Nevil Shute,male, United Kingdom    
109954,435120425,Nevil Shute,male, United Kingdom    
109959,1842322907,Nevil Shute,male, United Kingdom    
109964,1842322761,Nevil Shute,male, United Kingdom    
109969,1842322737,Nevil Shute,male, United Kingdom    
109974,884113175,Nevil Shute,male, United Kingdom    
109979,184232277X,Nevil Shute,male, United Kingdom    
109984,1889439231,Nevil Shute,male, United Kingdom    
109989,184232294X,Nevil Shute,male, United Kingdom    
109994,1842322613,Nevil Shute,male, United Kingdom    
109999,1842323024,Nevil Shute,male, United Kingdom    
110004,1842322486,Nevil Shute,male, United Kingdom    
110009,1842322869,Nevil Shute,male, United Kingdom    
110014,1842322516,Nevil Shute,male, United Kingdom    
110019,1842322540,Nevil Shute,male, United Kingdom    
110024,1842323016,Nevil Shute,male, United Kingdom    
110029,1842322974,Nevil Shute,male, United Kingdom    
110034,1889439320,Nevil Shute,male, United Kingdom    
110039,1889439118,Nevil Shute,male, United Kingdom    
110044,184232246X,Nevil Shute,male, United Kingdom    
110049,884113167,Nevil Shute,male, United Kingdom    
110054,345271904,Nevil Shute,male, United Kingdom    
110059,706405749,Nevil Shute,male, United Kingdom    
110064,345330293,Nevil Shute,male, United Kingdom    
110069,380004933,Walter Tevis,male, United States    
110070,394528018,Walter Tevis,male, United States    
110071,446323535,Walter Tevis,male, United States    
110073,446344192,Walter Tevis,male, United States    
110074,1874061149,Walter Tevis,male, United States    
110075,440502179,Walter Tevis,male, United States    
110076,002029865X,Walter Tevis,male, United States    
