,ISBN,bookTitle,book_average_rating
106667,743250451,The Great Shark Hunt : Strange Tales from a Strange Time,4.08
106672,684873168,Fear and Loathing in America : The Brutal Odyssey of an Outlaw Journalist,4.08
106677,684873249,Kingdom of Fear : Loathsome Secrets of a Star-Crossed Child in the Final Days of the American Century,4.08
106682,446312444,Fear and Loathing in Las Vegas,4.08
106687,684855216,The RUM DIARY : A LONG LOST NOVEL,4.08
106692,684873230,Kingdom of Fear : Loathsome Secrets of a Star-Crossed Child in the Final Days of the American Century,4.08
106697,684873214,Screwjack : A Short Story,4.08
106702,8433967533,Miedo y Asco En Las Vegas,4.08
106707,671400460,The Great Shark Hunt: Strange Tales from a Strange Time,4.08
106712,552996386,Better Than Sex,4.08
106717,3442443202,Angst und Schrecken in Las Vegas.,4.08
106722,517171627,Better Than Sex,4.08
106727,445084316,Fear and Loathing in Las Vegas,4.08
106732,446310301,Fear and Loathing in Las Vegas,4.08
106737,151010633,Q,4.15
106739,8806147404,Q: [romanzo] (Stile libero),4.15
106741,8439705301,Q (Spanish language edition),4.15
106743,312858957,The Blind Mirror,4.07
106747,812550390,Listeners,4.07
106751,671872648,The LAST VAMPIRE (LAST VAMPIRE 1) : THE LAST VAMPIRE,4.07
106755,671550578,The STAR GROUP PAPERBACK,4.07
106759,671550764,CHRISTOPHER PIKE'S TALES OF TERROR #2,4.07
106763,812510488,The Season of Passage,4.07
106767,671550284,STARLIGHT CRYSTAL : STARLIGHT CRYSTAL,4.07
106771,671736825,GIMME A KISS : GIMME A KISS,4.07
106775,671019287,The DANCE FINAL FRIENDS 2,4.07
106779,8440672322,La Venganza de la Bruja,4.07
106783,8440668724,Los Extraterrestres - 4,4.07
106787,8440668708,El Aullido del Fantasma - 2,4.07
106791,671745085,ROAD TO NOWHERE : ROAD TO NOWHERE,4.07
106795,671690558,WITCH : WITCH,4.07
106799,671550748,CHRISTOPHER PIKES TALES OF TERROR 1,4.07
106803,671745069,ANCIENT EVIL (CHAIN LETTER 2) : ANCIENT EVIL,4.07
106807,671872672,The LAST STORY (REMEMBER ME 3) : THE LAST STORY,4.07
106811,671872680,The RED DICE (LAST VAMPIRE 3) : THE RED DICE (The Last Vampire),4.07
106815,671745115,The WICKED HEART,4.07
106819,671690590,MASTER OF MURDER,4.07
106823,590430149,Slumber Party (Point Paperback),4.07
106827,671745107,The IMMORTAL : THE IMMORTAL,4.07
106831,671550551,EXECUTION OF INNOCENCE PAPERBACK,4.07
106835,671676563,SCAVENGER HUNT,4.07
106839,812510356,Sati,4.07
106843,812512456,The Cold One,4.07
106847,743428013,Remember Me #1 (reissue),4.07
106851,671736868,SCAVENGER HUNT : SCAVENGER HUNT,4.07
106855,671736817,SPELLBOUND : SPELLBOUND,4.07
106859,671550306,The PHANTOM (LAST VAMPIRE 4),4.07
106863,671550594,The HOLLOW SKULL,4.07
106867,671872699,The LOST MIND : THE LOST MIND,4.07
106871,671872702,The VISITOR : THE VISITOR,4.07
106875,038089968X,Chain Letter (Avon Camelot Books (Paperback)),4.07
106879,671690566,DIE SOFTLY : DIE SOFTLY,4.07
106883,671690574,BURY ME DEEP : BURY ME DEEP,4.07
106887,671745093,The ETERNAL ENEMY,4.07
106891,671736833,LAST ACT : LAST ACT,4.07
106895,671745077,MONSTER,4.07
106899,067187263X,The MIDNIGHT CLUB : THE MIDNIGHT CLUB,4.07
106903,671002627,The EVIL HOUSE SPOOKSVILLE 14 (Spooksville),4.07
106907,671002619,The CREATURE IN THE TEACHER: SPOOKSVILLE #13 (SPOOKSVILLE),4.07
106911,067155073X,The HIDDEN BEAST: SPOOKSVILLE #12 (SPOOKSVILLE),4.07
106915,067165876X,Gimme a Kiss,4.07
106919,067173685X,REMEMBER ME (REMEMBER ME),4.07
106923,671537253,The Secret Path (SPOOKSVILLE),4.07
106927,671872656,The RETURN (REMEMBER ME 2) : THE RETURN,4.07
106931,671687816,LAST ACT,4.07
106935,590442562,Weekend (Point),4.07
106939,590409271,Slumber Party,4.07
106943,671736841,FALL INTO DARKNESS : FALL INTO DARKNESS,4.07
106947,689854595,Remember Me 3 The Last Story,4.07
106951,671020609,The LAST VAMPIRE COLLECTORS EDITION VOL 1 LAST VAMPIRE BLACK BLOOD RED DICE,4.07
106955,671690582,WHISPER OF DEATH : WHISPER OF DEATH,4.07
106959,671550500,EVIL THIRST THE LAST VAMPIRE 5 (Last Vampire),4.07
106963,8440668694,La Senda Secreta - 1,4.07
106967,671537261,The HOWLING GHOST (SPOOKSVILLE 2) : THE HOWLING GHOST,4.07
106971,743424247,Bury Me Deep,4.07
106975,671872664,BLACK BLOOD (LAST VAMPIRE 2) : BLACK BLOOD,4.07
106979,671550772,The Grave : A Novel,4.07
106983,671676547,REMEMBER ME,4.07
106987,613151402,The Season of Passage,4.07
106991,671550527,CREATURES OF FOREVER: LAST VAMPIRE #6  (PAPERBACK),4.07
106995,671690604,The TACHYON WEB,4.07
106999,059042968X,Weekend,4.07
107003,613151356,Sati,4.07
107007,074342428X,Road to Nowhere (reissue),4.07
107011,312851170,The Cold One,4.07
107015,312851154,Season of Passage,4.07
107019,067173685x,REMEMBER ME (REMEMBER ME),4.07
107023,671550640,The COLD PEOPLE (SPOOKSVILLE 5) : THE COLD PEOPLE (SPOOKSVILLE),4.07
107027,671537288,ALIENS IN THE SKY (SPOOKSVILLE 4) : ALIENS IN THE SKY (SPOOKSVILLE),4.07
107031,765310988,Alosha (Alosha Trilogy),4.07
107035,743427998,Witch,4.07
107039,671002716,PHONE FEAR: SPOOKSVILLE #23 (SPOOKSVILLE),4.07
107043,671676571,SEE YOU LATER,4.07
107047,671743902,SEE YOU LATER : SEE YOU LATER,4.07
107051,671688073,GIMME A KISS,4.07
107055,8440672330,Los Monstruos de Hielo - 5,4.07
107059,671870394,The Immortal,4.07
107063,671872613,The Lost Mind,4.07
107067,613077199,The Eternal Enemy,4.07
107071,606039279,Spellbound,4.07
107075,590407538,Weekend,4.07
107079,671700111,The DANCE FINAL FRIENDS #2,4.07
107083,671659693,FINAL FRIENDS #3: THE GRADUATION,4.07
107087,590334093,Slumber party (A Point paperback),4.07
107091,786200715,The Immortal (Thorndike Large Print Teen Scene),4.07
107095,312850956,Sati,4.07
107099,743428005,Monster,4.07
107103,671020250,SEE YOU LATER,4.07
107107,590336371,Weekend (Point Paperback),4.07
107111,671676555,FALL INTO DARKNESS,4.07
107115,743424239,Die Softly (reissue),4.07
107119,671872567,The Last Vampire,4.07
107123,3404740289,Alptraum im Paradies. Unheimlicher Thriller.,4.07
107127,590334034,Cheerleaders #02: Getting Even,4.07
107131,067168793X,SPELLBOUND,4.07
107135,671020579,Magic Fire,4.07
107139,671649809,Last Act,4.07
107143,671002635,INVASION OF THE NO ONES SPOOKSVILLE 15 (SPOOKSVILLE),4.07
107147,671002724,The WITCH'S GIFT: SPOOKSVILLE #24 (SPOOKSVILLE),4.07
107151,671688081,PARTY FINL FRND #1,4.07
107155,671026356,The Evil That Men Do (Buffy the Vampire Slayer),3.66
107159,743400399,Blood and Fog (Buffy the Vampire Slayer),3.66
107163,689866259,Chosen,3.66
107167,743412419,The Book of Fours (Buffy the Vampire Slayer),3.66
107171,671041444,Angel: City of (Angel),3.66
107175,671028200,Millennium Madness,3.66
107179,671041452,Not Forgotten (Angel),3.66
107183,671042602,The Watcher's Guide 2 (Buffy the Vampire Slayer),3.66
107187,743400402,How I Survived My Summer Vacation Vol 1,3.66
107191,446604550,Highlander(TM): The Measure of a Man (Highlander),3.66
107195,743427823,Endangered Species,3.66
107199,743412400,The Book of Fours,3.66
107203,446301698,Rough Cut,3.66
107207,440214815,Dead in the Water,3.66
107211,446613592,Smallville: Silence (Smallville (Warner)),3.66
107215,743426967,Witch,3.66
107219,689862105,Endangered Species,3.66
107223,440217180,Witch-Light,3.66
107227,671026364,Resurrecting Ravana  (Buffy the Vampire Slayer),3.87
107229,759239630,Live Girls,3.87
107231,553298917,Shackled,3.87
107233,671626299,CRUCIFAX,3.87
107235,671626280,LIVE GIRLS,3.87
107237,671026453,CANT HARDLY WAIT,3.87
107239,523423683,Darklings,3.87
107241,671021168,ALL THAT GLITTERS SABRINA THE TEENAGE WITCH 12,3.87
107243,440216982,In a Dark Place: The Story of a True Haunting,3.87
107245,1587670380,The Folks,3.87
107247,345294459,Chameleon,4.2
107248,345395069,Reign in Hell,4.2
107249,345327454,Thai Horse,4.2
107250,345370732,The Hunt,4.2
107251,345375351,Show of Evil,4.2
107252,067940211X,Primal Fear,4.2
107253,034537536X,Show of Evil,4.2
107254,345388771,Primal Fear,4.2
107255,345411447,Reign in Hell,4.2
107256,345411471,Eureka,4.2
107257,074931091X,Primal Fear,4.2
107258,074933665X,Primal Fear,4.2
107259,394573579,Thai Horse,4.2
107260,749320621,Show of Evil,4.2
107261,345402391,Sharky's Machine,4.2
107262,394519612,Chameleon,4.2
107263,394546288,Thai Horse,4.2
107264,394530497,Hooligans,4.2
107265,394568486,27,4.2
107266,375405747,Primal Fear (Price-Less),4.2
107267,8478082875,Cuentos de hadas retorcidos,3.77
107271,553373757,The Two Kings: Jesus Elvis,3.77
107275,446528382,Jack: Straight from the Gut,3.81
107276,375727345,House of Sand and Fog,3.84
107280,393046974,House of Sand and Fog,3.84
107284,375725164,Bluesman (Vintage Contemporaries),3.84
107288,449147398,Wildest Dreams,3.74
107289,044915002X,Shameless,3.74
107291,1585861677,Surrender in Moonlight,3.74
107292,312954808,Honeymoon Suite,3.74
107293,1551662817,Garden Of Scandal,3.74
107294,449901793,Perfume of Paradise,3.74
107295,449148203,Louisiana Dawn,3.74
107296,449148785,Love's Wild Desire,3.74
107297,449149544,Tigress,3.74
107298,1551664194,Southern Gentlemen,3.74
107300,449901777,Southern Rapture,3.74
107301,155166819X,Clay,3.74
107302,449146022,Love and Smoke,3.74
107303,449147657,Prisoner of Desire,3.74
107304,449149382,Silver-Tongued Devil,3.74
107305,1551662728,Unmasked,3.74
107306,449146758,Joy &amp; Anger,3.74
107307,449901769,Prisoner of Desire,3.74
107308,449906175,Wildest Dreams,3.74
107309,449900991,Midnight Waltz,3.74
107310,449125920,Embrace and Conquer,3.74
107311,449901009,Fierce Eden,3.74
107312,449142825,Storm and Splendor,3.74
107313,449901017,Royal passion,3.74
107314,449146030,Spanish Serenade,3.74
107315,449129799,Royal Seduction,3.74
107316,449146936,Fierce Eden,3.74
107317,425149803,The Quilting Circle,3.74
107318,449900827,Surrender in Moonlight,3.74
107319,449146596,Midnight Waltz,3.74
107320,449148211,Perfume of Paradise,3.74
107321,449147290,Southern Rapture,3.74
107322,451404513,The Topaz Man Presents: Presents a Dream Come True/Five Love Stories,3.74
107323,451405528,Secrets of the Heart (The Topaz Man Favorites),3.74
107324,449908240,Arrow to the Heart,3.74
107325,449147908,Royal Passion,3.74
107326,449136019,Dark Masquerade,3.74
107327,61083852,A Purrfect Romance,3.74
107328,449900819,Royal Seduction,3.74
107329,449133230,Embrace and Conquer,3.74
107330,449905217,Spanish Seranade,3.74
107331,425184951,With Love,3.74
107332,449147347,Arrow to the Heart,3.74
107333,380776928,Avon Books Presents: Stardust,3.74
107334,449906183,Shameless,3.74
107335,449906213,Joy and Anger: A Novel,3.74
107336,449148777,Tender Betrayal,3.74
107337,886041686,Luke,3.74
107338,B00005BJZ7,Fierce Eden,3.74
107339,449129004,Surrender in Moonlight,3.74
107340,449901785,Louisiana Dawn,3.74
107341,449900568,Embrace &amp; Conquer,3.74
107342,449139905,Sweet Piracy,3.74
107343,333782259,The Creative Writing Coursebook: Forty Authors Share Advice and Exercises for Fiction &amp; Poetry,3.0
107344,575071273,England Calling: 24 Stories for the 21st Century,3.0
107345,571097103,Whitsun Weddings,4.21
107346,571106919,Jill,4.21
107347,879519614,Jill,4.21
107348,374522758,Collected Poems: Philip Larkin,4.21
107349,671776975,A RIVER RUNS THROUGH IT AND OTHER STORIES : AND OTHER STORIES,4.18
107350,226500608,A River Runs Through It,4.18
107351,226500624,Young Men &amp; Fire,4.18
107352,226500616,Young Men &amp; Fire,4.18
107353,375714383,Born Free: A Lioness of Two Worlds,4.17
107357,039474635X,Born Free: A Lioness of Two Worlds,4.17
107361,3453197208,Frei geboren. Die Geschichte der LÃ?Â¶win Elsa.,4.17
107365,2621010,Pippa's challenge,4.17
107369,394561414,Born Free: A Lioness of Two Worlds,4.17
107373,394712633,Born free;: A lioness of two worlds,4.17
107377,151719802,Pippa's challenge,4.17
107381,6705286,BORN FREE - LION EDITION: The Story of Elsa,4.17
107385,6705294,Living Free: Elsa and Her Cubs,4.17
107389,6363113,Queen of Shaba: The Story of an African Leopard,4.17
107393,151336458,Friends from the Forest,4.17
107397,385499094,Akhenaten : Dweller in TruthA Novel,3.82
107402,385264666,Palace Walk (Cairo Trilogy),3.82
107407,8483270005,El Callejon De Los Milagros,3.82
107412,385423357,The Harafish,3.82
107417,2207247430,AkhÃ?Â©naton le renÃ?Â©gat,3.82
107422,038526464X,Wedding Song,3.82
107427,385264801,Respected Sir,3.82
107432,385269382,Time and the Place,3.82
107437,385423225,Adrift on the Nile,3.82
107442,385264763,Midaq Alley,3.82
107447,385469012,Arabian Nights and Days,3.82
107452,9774241126,The Beginning and the End,3.82
107457,385264631,Wedding Song,3.82
107462,385264682,Palace of Desire (Cairo Trilogy II),3.82
107467,385423349,The Journey of Ibn Fattouma,3.82
107472,894106589,Midaq Alley,3.82
107477,2070416860,La Belle du Caire,3.82
107482,385269374,Sugar Street,3.82
107487,2070384233,DÃ?Â©rives sur le Nil,3.82
107492,1578890381,Children of Gebelaawi,3.82
107497,807085464,Lost Woods: The Discovered Writing of Rachel Carson,3.96
107499,395683297,Silent Spring,3.96
107501,061825305X,Silent Spring,3.96
107503,395453909,Silent Spring: Rachel Carson,3.96
107505,449200795,Silent Spring,3.96
107507,618249060,Silent Spring,3.96
107509,395924960,The Edge of the Sea,3.96
107511,586090525,The Sea,3.96
107513,449209385,Silent Spring,3.96
107515,312274920,Round Ireland With a Fridge,3.79
107517,91882087,One Hit Wonderland,3.79
107519,91882109,One Hit Wonderland,3.79
107521,3442446414,Mit dem KÃ?Â¼hlschrank durch Irland.,3.79
107523,3442450195,Matchball in Moldawien.,3.79
107525,312280106,Playing the Moldovans at Tennis,3.79
107527,91867908,Playing the Moldovans at Tennis,3.79
107529,312242360,Round Ireland With a Fridge,3.79
107531,3442455294,Wunschkonzert. Ein Hit geht auf die Reise.,3.79
107533,312305184,Playing the Moldovans at Tennis,3.79
107535,312974485,The Samurai's Wife (A Sano Ichiro Mystery),3.83
107536,312979584,Black Lotus (A Sano Ichiro Mystery),3.83
107537,61009504,Shinju,3.83
107538,312318898,The Perfumed Sleeve : A Novel,3.83
107539,312990030,The Dragon King's Palace (A Sano Ichiro Mystery),3.83
107540,312983786,The Pillow Book of Lady Wisteria (A Sano Ichiro Mystery),3.83
107541,312969228,The Concubine's Tattoo (A Sano Ichiro Mystery),3.83
107542,312282664,The Dragon King's Palace: A Novel,3.83
107543,312282621,The Pillow Book of Lady Wisteria (A Sano Ichiro Mystery),3.83
107544,312268726,Black Lotus,3.83
107545,61011975,Bundori,3.83
107546,61010901,The Way of the Traitor,3.83
107547,031220325X,The Samurai's Wife,3.83
107548,312192525,The Concubine's Tattoo,3.83
107549,679434224,Shinju,3.83
107550,679449000,The Way of the Traitor: A Samurai Mystery,3.83
107551,142300608,Fire Bringer,4.18
107552,014250047X,The Sight,4.18
107553,330390104,Fire Bringer,4.18
107554,525467238,The Sight,4.18
107555,425162443,The Rapture of Canaan,3.81
107557,060960225X,A Gracious Plenty,3.81
107559,039913994X,Bitterroot Landing,3.81
107561,042516246X,Bitterroot Landing,3.81
107563,039914112X,The Rapture of Canaan (Oprah's Book Club (Hardcover)),3.81
107565,425155439,The Rapture of Canaan,3.81
107567,425150445,Bitterroot Landing,3.81
107569,375401679,A Gracious Plenty,3.81
107571,345423291,What We Keep : A Novel (Ballantine Reader's Circle),3.69
107573,515119784,Range of Motion,3.69
107575,385318782,Talk Before Sleep,3.69
107577,679437452,Range of Motion,3.69
107579,042516876X,Range of Motion,3.69
107581,345435168,Open House (Oprah's Book Club (Paperback)),3.69
107583,375506039,Open House,3.69
107585,345435028,What We Keep,3.69
107587,067943299X,Talk Before Sleep,3.69
107589,440221099,Talk Before Sleep: A Novel,3.69
107591,743411331,Never Change,3.69
107593,074341134X,True to Form : A Novel,3.69
107595,743411323,Never Change,3.69
107597,380723085,Durable Goods,3.69
107599,743411358,True to Form : A Novel,3.69
107601,425176487,The Pull of the Moon,3.69
107603,743411366,Say When : A Novel,3.69
107605,515120898,The Pull of the Moon,3.69
107607,679457224,Until the Real Thing Comes Along:,3.69
107609,679449728,The Pull of the Moon,3.69
107611,5551154718,Open House,3.69
107613,743411374,Say When : A Novel,3.69
107615,60929294,Escaping Into the Open: The Art of Writing True,3.69
107617,380728842,Durable Goods,3.69
107619,60191791,Escaping into the Open: The Art of Writing True,3.69
107621,074352554X,True To Form : A Novel,3.69
107623,895774569,Family Traditions: Celebrations for Holidays and Everyday,3.69
107625,613226100,What We Keep (Ballantine Reader's Circle),3.69
107627,159086753X,Say When (Brilliance Audio on Compact Disc),3.69
107629,679422080,Durable Goods,3.69
107631,451410157,Sweet Nothings,4.05
107635,451212169,Bright Eyes (Coulter Family Series),4.05
107639,380799383,Seventh Heaven,4.05
107643,380791021,Simply Love,4.05
107647,451207947,Only by Your Touch (Signet Books),4.05
107651,451210751,Blue Skies,4.05
107655,380799367,Cherish,4.05
107659,451206665,Always in My Heart,4.05
107663,380779617,Annie's Song,4.05
107667,380791048,Forever After,4.05
107671,006104010X,Comanche Moon,4.05
107675,451409892,Phantom Waltz,4.05
107679,380799375,Baby Love,4.05
107683,1587243423,Always in My Heart (Wheeler Large Print Softcover Series),4.05
107687,61080608,Coming up Roses (Harper Monograms),4.05
107691,61080098,Indigo Blue (Harper Monogram),4.05
107695,006108235X,Comanche Moon,4.05
107699,61080616,Cheyenne Amber : Cheyenne Amber (Harper Monogram),4.05
107703,380779625,Keegan's Lady,4.05
107707,373220928,Reasonable Doubt,4.05
107711,61040681,Comanche Heart,4.05
107715,743228022,Dirt Music : A Novel,3.59
107716,330363239,Dirt music,3.59
107717,743234413,Cloudstreet : A Novel,3.59
107718,743228480,Dirt Music : A Novel,3.59
107719,1863402357,An Open Swimmer,3.59
107720,014010268X,Minimum of Two (A King Penguin),3.59
107721,684822776,The Riders,3.59
107722,2211066623,Tu es une lÃ?Â©gende,3.59
107723,869143352,Cloudstreet,3.59
107724,330339419,Riders,3.59
107725,684802961,RIDERS,3.59
107726,B00008JYQC,Dirt Music: A Novel,3.59
107727,869140450,In the winter dark,3.59
107728,073290790X,The riders,3.59
107729,048627263X,Flatland: A Romance of Many Dimensions (Dover Thrift Editions),3.81
107732,62732765,Flatland/Sphereland (Everyday Handbook),3.81
107735,486200019,Flatland,3.81
107738,8476517815,Planilandia,3.81
107741,048627263x,Flatland: A Romance of Many Dimensions (Dover Thrift Editions),3.81
107744,014043531X,Flatland: A Romance of Many Dimensions (Penguin Classics),3.81
107747,486270610,The Gift of the Magi and Other Short Stories (Dover Thrift Editions),4.08
107750,1853262412,100 Selected Stories (Wordsworth Classics),4.08
107753,451522540,41 Stories by O. Henry (Signet Classics (Paperback)),4.08
107756,874067979,The Ransom of Red Chief,4.08
107759,517618397,Collected Stories of O. Henry: Revised Ed.,4.08
107762,590451685,The Best Christmas Stories Ever (Apple Classics),4.08
107765,895772663,The Gift of the Magi and Other Stories (The World's Best Reading),4.08
107768,671086197,O. Henry (Worlds Greatest Writers/08619),4.08
107771,460873393,The Best of O. Henry (Everyman Library),4.08
107774,439545110,The Gift of the Magi and Other Stories (Scholastic Classics),4.08
107777,824983882,The Gift of the Magi,4.08
107780,671318403,The Legend That Was Earth,4.08
107781,055325698X,The Proteus Operation,4.08
107782,743435265,Code of the Lifemaker,4.08
107783,671877739,Bug Park,4.08
107784,345323874,Two Faces of Tomorrow,4.08
107785,671878786,Star Child,4.08
107786,671878484,The TWO FACES OF TOMORROW,4.08
107787,345305493,Code of the Lifemaker,4.08
107788,671578197,The Multiplex Man,4.08
107789,345342461,Voyage from Yesteryear,4.08
107790,671578669,Cradle of Saturn,4.08
107791,067157843X,Minds Machines &amp; Evolution,4.08
107792,671319485,Thrice Upon A Time,4.08
107793,812571916,Outward Bound: A Jupiter Novel,4.08
107794,345373812,James P. Hogan's the Giants Novels/Inherit the Stars/the Gentle Giants of Ganymede/Giants' Star/Three Books in One (The Giants' series),4.08
107795,034537942X,Entoverse,4.08
107796,743488288,Kicking the Sacred Cow,4.08
107797,743435818,The Anguished Dawn,4.08
107798,743435974,The Genesis Machine,4.08
107799,671577980,Voyage From Yesteryear,4.08
107800,671878743,Bug Park,4.08
107801,671877674,Paths to Otherwhere,4.08
107802,671877577,The PROTEUS OPERATION,4.08
107803,671578847,Realtime Interrupt,4.08
107804,553270370,Endgame Enigma,4.08
107805,553089994,The Multiplex Man,4.08
107806,553374540,Realtime Interrupt,4.08
107807,345327209,Giants' Star,4.08
107808,553574450,Realtime Interrupt,4.08
107809,034537942x,Entoverse,4.08
107810,553299719,Out of Time (Bantam Spectra Book),4.08
107811,312862431,Outward Bound,4.08
107812,038079487X,What Looks Like Crazy On An Ordinary Day,3.71
107813,380804883,I Wish I Had a Red Dress,3.71
107814,380977338,I Wish I Had a Red Dress,3.71
107815,345388712,Deals With the Devil: And Other Reasons to Riot,3.71
107816,345478266,Some Things I Never Thought I'd Do (April GMA Selection),3.71
107817,038097584X,What Looks Like Crazy on an Ordinary Day: A Novel (Oprah's Book Club (Hardcover)),3.71
107818,671044702,What Looks Like Crazy On An Ordinary Day,3.71
107819,140622500,Lady Chatterley's Lover (Penguin Popular Classics),3.5
107823,014062225X,The Rainbow (Penguin Popular Classics),3.5
107827,140014845,Lady Chatterley's Lover,3.5
107831,140274294,Lady Chatterley's Lover (Essential.penguin S.),3.5
107835,749318627,Sons and Lovers,3.5
107839,140014853,Women in Love,3.5
107843,140006680,Sons and Lovers,3.5
107847,140285598,Women in Love (Essential.penguin S.),3.5
107851,140117075,The Rainbow,3.5
107855,140182152,Sons and Lovers (Twentieth Century Classics S.),3.5
107859,140182217,Women in Love (Twentieth Century Classics S.),3.5
107863,140119809,The Rainbow,3.5
107867,140184104,Lady Chatterley's Lover (Twentieth Century Classics S.),3.5
107871,140621601,Sons and Lovers (Penguin Popular Classics),3.5
107875,140098925,Kangaroo,3.5
107879,141184221,The Rainbow (Penguin Modern Classics),3.5
107883,140006923,The Rainbow,3.5
107887,014043156X,Women in Love (English Library),3.5
107891,140431543,Sons and Lovers (English Library),3.5
107895,140038566,Apocalypse,3.5
107899,140432523,Three Plays (Classics S.),3.5
107903,141183365,Women in Love (Penguin Modern Classics),3.5
107907,140007512,Kangaroo,3.5
107911,140007547,The Plumed Serpent,3.5
107915,140007601,White Peacock,3.5
107919,140623019,The Rainbow (Penguin Popular Classics),3.5
107923,141182466,Sons and Lovers (Penguin Modern Classics),3.5
107927,140007555,Aaron's Rod,3.5
107931,1575668572,The Dragon Lord's Daughters,4.27
107934,345368622,Wild Jasmine,4.27
107937,345385993,Hellion,4.27
107940,380016990,The Kadin,4.27
107943,821765213,Bedazzled (Skye's Legacy),4.27
107946,1575666065,Fascinated,4.27
107949,380400308,Love Wild and Fair,4.27
107952,451204743,A Love for All Time,4.27
107955,345390792,A Moment in Time,4.27
107958,345375653,The Spitfire,4.27
107961,451404351,Enchantress Mine,4.27
107964,345292561,Skye O'Malley,4.27
107967,449002969,To Love Again,4.27
107970,449001814,Betrayed,4.27
107973,345434358,The Duchess,4.27
107976,345374193,Lost Love Found,4.27
107979,345310500,All the Sweet Tomorrows,4.27
107982,345335066,Adora,4.27
107985,345293568,Beloved,4.27
107988,034537391X,To Love Again,4.27
107991,345352750,Lost Love Found,4.27
107994,449002136,The Love Slave,4.27
107997,821761129,Deceived,4.27
108000,1575662639,Deceived,4.27
108003,449006727,The Innocent,4.27
108006,451209745,Until You,4.27
108009,451206371,Rosamund,4.27
108012,345368630,Moment in Time,4.27
108015,451212037,Private Pleasures,4.27
108018,758204191,I Love Rogues,4.27
108021,1575668564,Vixens,4.27
108024,1575666405,Intrigued (Brava Historical Romance),4.27
108027,1575667371,Just Beyond Tomorrow,4.27
108030,449001806,The Innocent,4.27
108033,045120865X,Blaze Wyndham,4.27
108036,1575668238,Delighted,4.27
108039,451401603,Blaze Wyndham,4.27
108042,449001822,Betrayed,4.27
108045,345287126,BT-UNCONQUERED,4.27
108048,157566450X,Captivated: Ecstasy/ Bound and Determined/ Dark Desires/ A Lady's Preference,4.27
108051,449150380,Hellion,4.27
108054,739431536,Vixens,4.27
108057,073942775X,Rosamund,4.27
108060,345326393,This Heart of Mine,4.27
108063,758202881,Intrigued (Brava Historical Romance),4.27
108066,451147251,Love for All Time,4.27
108069,758202687,Captivated: Ecstasy/ Bound and Determined/ Dark Desires/ A Lady's Pleasure,4.27
108072,1575664321,Bedazzled (Skye's Legacy),4.27
108075,034543434X,A Memory of Love,4.27
108078,451821653,Enchantress Mine,4.27
108081,345435184,A Memory of Love,4.27
108084,451158326,Enchantress Mine,4.27
108087,345401344,Wild Jasmine,4.27
108090,739408534,Besieged - Skye's Legacy,4.27
108093,453006094,Blaze Wyndham,4.27
108096,345286804,Skye O'Malley,4.27
108099,451821416,A Love for All Time,4.27
108102,034535673X,This Heart of Mine,4.27
108105,345385985,The Love Slave,4.27
108108,1568654677,Darling Jasmine,4.27
108111,451404416,A Love for All Time,4.27
108114,821776126,Getting What You Want,3.83
108115,373250592,The Thin Pink Line (Red Dress Ink),3.37
108117,373250304,The Thin Pink Line,3.37
108119,373250622,Crossing the Line,3.37
108121,440241162,Nerd in Shining Armor,3.62
108122,037325539X,Fools Rush In (Harlequin Temptation No. 439),3.62
108123,373835698,Behind The Red Doors,3.62
108124,373258844,Two In The Saddle (Three Cowboys &amp; A Baby) (Harlequin Temptation),3.62
108125,373834640,Midnight Fantasies: Mystery Lover/After Hours/Show and Tell (3 Novels in 1),3.62
108126,373201885,Urban Cowboys (3 novels in 1),3.62
108127,373835108,Return To Crystal Creek,3.62
108128,373835663,Fool For Love (Feature Anthology),3.62
108129,373836368,Every Woman's Fantasy (Harlequin Single Title),3.62
108130,373691211,Drive Me Wild  (Heat),3.62
108131,373825528,Hero In Disguise (Hometown Reunion),3.62
108132,312998562,The Nerd Who Loved Me,3.62
108133,373691807,Old Enough to Know Better,3.62
108134,373836333,Reading Between The Lines (Decadent Escapes Promotion),3.62
108135,373185081,The Silent Type  (By Request 3's) (By Request 3's),3.62
108136,373834381,That'S My Baby (Harlequin Promo),3.62
108137,373251920,Impractical Passi (Harlequin Temptation),3.62
108138,263828417,In Hot Pursuit,3.62
108139,140254749,Medicine River,3.75
108140,140126031,Medicine River,3.75
108141,802138403,Truth and Bright Water: A Novel,3.75
108142,802134254,Woody Allen on Woody Allen: In Conversation With Stig Bjorkman,3.99
108143,446890359,Without Feathers,3.99
108144,394726405,Getting Even,3.99
108145,345336976,Without Feathers,3.99
108146,345343352,Side Effects,3.99
108147,345296532,Side Effects,3.99
108148,8472235564,Como Acabar De Una Vez Por Todas Con LA Cultura/Getting Even,3.99
108149,1556280017,Lunatic's Tale,3.99
108150,8472235718,Sin Plumas,3.99
108151,3499150654,Nebenwirkungen. Seine neuen Stories.,3.99
108152,394511042,Side effects,3.99
108153,8472235955,Manhattan,3.99
108154,394497430,Without Feathers,3.99
108155,394473485,Getting Even,3.99
108156,517072297,The Complete Prose of Woody Allen,3.99
108157,8483107643,Perfiles (Fabula),3.99
108158,8472239551,Como Acabar De Una Vez Por Todas Con La Cultura,3.99
108159,8483105306,Sin Plumas (Fabula),3.99
108160,8472236099,Suenos De Un Seductor,3.99
